id,name,is_land,is_sea,good,dist_to_iron,dist_to_coal,paired_score,status,owner_tag,start_pop,total_life_rating
1294,Patan,True,False,cotton,2,1,2,PASS,BER,,32
1295,Baroda,True,False,fish,1,1,1,PASS,BER,,32
1296,Surat,True,False,grain,1,2,2,PASS,BER,,32
1297,Bombay,True,False,tobacco,1,3,3,PASS,VIJ,,32
1298,Nasik,True,False,iron,0,2,2,PASS,VIJ,,32
1299,Poona,True,False,grain,1,3,3,PASS,VIJ,,32
1300,Bijapur,True,False,fruit,2,4,4,PASS,VIJ,,32
1301,Kolhapur,True,False,fish,2,4,4,PASS,VIJ,,32
1302,Belgaum,True,False,fruit,3,5,5,PASS,VIJ,,32
1303,Goa,True,False,fish,3,5,5,PASS,SPA,,32
1304,Madras,True,False,cotton,3,3,3,PASS,MDR,,32
1305,Vizagapatnam,True,False,tobacco,1,2,2,PASS,HYD,,32
1306,Masulipatnam,True,False,grain,2,3,3,PASS,BRG,,32
1307,Nellore,True,False,grain,3,4,4,PASS,VIJ,,32
1308,Kurnool,True,False,cattle,3,4,4,PASS,VIJ,,32
1309,Tanjore,True,False,dye,2,2,2,PASS,MDR,,32
1310,Madurai,True,False,dye,1,2,2,PASS,MDR,,32
1311,Coimbatore,True,False,cattle,2,3,3,PASS,MDR,,32
1312,Pondicherry,True,False,precious_metal,4,4,4,PASS,ARA,,32
1313,Bangalore,True,False,fruit,3,4,4,PASS,TRA,,32
1314,Mysore,True,False,silk,3,4,4,PASS,TRA,,32
1315,Chitaldroog,True,False,coffee,4,5,5,PASS,TRA,,32
1316,Mangalore,True,False,fruit,3,5,5,PASS,TRA,,32
1317,Calicut,True,False,fish,2,4,4,PASS,TRA,,32
1318,Cochin,True,False,grain,1,3,3,PASS,TRA,,32
1319,Trivandrum,True,False,iron,0,3,3,PASS,TRA,,32
1320,Andaman Islands,True,False,grain,-1,-1,-1,ISLAND,SPA,,30
1321,Colombo,True,False,fruit,3,1,3,PASS,DUA,,35
1322,Jaffna,True,False,coffee,2,1,2,PASS,DUA,,33
1323,Kandy,True,False,coffee,3,1,3,PASS,DUA,,33
1324,Trincomalee,True,False,coal,3,0,3,PASS,DUA,,33
1325,Maldives,True,False,fish,-1,-1,-1,ISLAND,SCA,,32
1326,Katmandu,True,False,grain,1,2,2,PASS,NEP,,25
1327,Jumla,True,False,iron,0,3,3,PASS,NEP,,25
1328,Tumlong,True,False,wool,2,2,2,PASS,SIK,,32
1329,Thimpu,True,False,wool,3,2,3,PASS,BHU,,25
1330,Rangoon,True,False,grain,3,6,6,WARN,SPA,,35
1331,Bassein,True,False,fish,3,5,5,PASS,SPA,,35
1332,Pegu,True,False,grain,2,5,5,PASS,BUR,,35
1333,Toungoo,True,False,opium,2,4,4,PASS,BUR,,35
1334,Ava,True,False,tropical_wood,4,4,4,PASS,BUR,,35
1335,Kyaukse,True,False,opium,3,4,4,PASS,BUR,,35
1336,Magwe,True,False,tropical_wood,4,5,5,PASS,BUR,,35
1337,Prome,True,False,grain,3,5,5,PASS,BUR,,35
1338,Taunggyi,True,False,opium,3,3,3,PASS,BUR,,32
1339,Haka,True,False,tropical_wood,5,4,5,PASS,BUR,,35
1340,Lashio,True,False,tropical_wood,4,3,4,PASS,BUR,,33
1341,Putao,True,False,timber,4,3,4,PASS,BUR,,31
1342,Myitkyina,True,False,grain,4,3,4,PASS,BUR,,33
1343,Moulmein,True,False,grain,1,4,4,PASS,SIA,,33
1344,Mergui,True,False,fish,1,3,3,PASS,SIA,,31
1345,Sittwe,True,False,grain,4,4,4,PASS,BUR,,35
1346,Bangkok,True,False,grain,1,5,5,PASS,SIA,,40
1347,Lopburi,True,False,opium,1,5,5,PASS,SIA,,35
1348,Nakhon Sawan,True,False,opium,1,5,5,PASS,CAM,,33
1349,Sukothai,True,False,opium,2,5,5,PASS,CAM,,35
1350,Nakhon Ratchasima,True,False,cattle,2,4,4,PASS,CAM,,35
1351,Prachinburi,True,False,grain,2,4,4,PASS,CAM,,35
1352,Phuket,True,False,timber,2,2,2,PASS,SIA,,35
1353,Ratchaburi,True,False,iron,0,4,4,PASS,SIA,,35
1354,Nakhon Si Thammanet,True,False,timber,1,3,3,PASS,SIA,,35
1355,Chiang Mai,True,False,opium,2,4,4,PASS,CAM,,32
1356,Luangprabang,True,False,tropical_wood,4,4,4,PASS,DAI,,31
1357,Vientiane,True,False,grain,4,5,5,PASS,DAI,,35
1358,Udon Thani,True,False,fruit,3,5,5,PASS,CAM,,35
1359,Sisaket,True,False,cattle,3,4,4,PASS,CAM,,35
1360,Xiangabouli,True,False,tropical_wood,3,4,4,PASS,CAM,,32
1361,Savannakhet,True,False,grain,4,4,4,PASS,DAI,,33
1362,Satavan,True,False,tobacco,4,3,4,PASS,DAI,,32
1363,Pakche,True,False,grain,4,3,4,PASS,CAM,,33
1364,Oudong,True,False,tropical_wood,4,2,4,PASS,CHP,,40
1365,Chanthaburi,True,False,grain,3,3,3,PASS,CAM,,37
1366,Battambang,True,False,grain,3,3,3,PASS,CAM,,35
1367,Kampot,True,False,tropical_wood,4,2,4,PASS,CHP,,35
1368,Stongtreng,True,False,grain,4,2,4,PASS,CHP,,32
1369,Hanoi,True,False,grain,5,5,5,PASS,DAI,,40
1370,Haiphong,True,False,grain,5,5,5,PASS,DAI,,40
1371,Cao Bang,True,False,grain,4,4,4,PASS,DAI,,33
1372,Son La,True,False,tropical_wood,5,4,5,PASS,DAI,,33
1373,Lang Son,True,False,grain,4,4,4,PASS,DAI,,34
1374,Thanh Hoa,True,False,grain,5,5,5,PASS,DAI,,34
1375,Hue,True,False,grain,5,4,5,PASS,DAI,,34
1376,Vinh,True,False,grain,5,4,5,PASS,DAI,,34
1377,Tourane,True,False,tobacco,5,3,5,PASS,DAI,,35
1378,Pleiku,True,False,tobacco,5,2,5,PASS,CHP,,32
1379,Quinhon,True,False,silk,6,2,6,WARN,CHP,,34
1380,Saigon,True,False,coal,6,0,6,WARN,CHP,,40
1381,Dongquai,True,False,cotton,5,1,5,PASS,CHP,,34
1382,Hatien,True,False,tropical_wood,5,1,5,PASS,CHP,,35
1383,Vinhlong,True,False,grain,6,1,6,WARN,CHP,,35
1384,Singapore,True,False,tropical_wood,5,4,5,PASS,SCA,,35
1385,Johor Bahru,True,False,tropical_wood,5,3,5,PASS,JOH,,37
1386,Malacca,True,False,tropical_wood,5,3,5,PASS,JOH,,37
1387,Kuala Lumpur,True,False,timber,4,2,4,PASS,JOH,,35
1388,Penang,True,False,coal,4,0,4,PASS,BRG,,37
1389,Alor Setar,True,False,timber,3,1,3,PASS,JOH,,35
1390,Kuantan,True,False,timber,4,2,4,PASS,JOH,,35
1391,Kota Bahru,True,False,tropical_wood,3,2,3,PASS,JOH,,35
1392,Pattani,True,False,tropical_wood,2,2,2,PASS,JOH,,35
1393,Brunei,True,False,iron,0,3,3,PASS,BRU,,30
1394,Kuching,True,False,coffee,2,1,2,PASS,BRU,,30
1395,Bintulu,True,False,timber,1,2,2,PASS,BRU,,30
1396,Api,True,False,grain,2,3,3,PASS,SUL,,32
1397,Sandakan,True,False,grain,3,4,4,PASS,SUL,,31
1398,Jambi,True,False,grain,3,4,4,PASS,PLM,,31
1399,Palembang,True,False,grain,4,3,4,PASS,PLM,,35
1400,Inderagiri,True,False,grain,3,3,3,PASS,PLM,,31
1401,Siak,True,False,grain,2,2,2,PASS,PLM,,35
1402,Tanjungpinang,True,False,timber,4,5,5,PASS,SCA,,30
1403,Lampung,True,False,timber,4,2,4,PASS,PLM,,35
1404,Palakpinang,True,False,timber,5,4,5,PASS,PLM,,32
1405,Banda Aceh,True,False,coal,1,0,1,PASS,ATJ,,35
1406,Medan,True,False,tobacco,1,1,1,PASS,ATJ,,38
1407,Tapaktuan,True,False,iron,0,1,1,PASS,ATJ,,35
1408,Padang,True,False,tobacco,2,3,3,PASS,PLM,,32
1409,Sibolga,True,False,coffee,1,2,2,PASS,ATJ,,35
1410,Bencoolen,True,False,tobacco,3,3,3,PASS,PLM,,35
1411,Gunungsitoli,True,False,fish,3,4,4,PASS,PLM,,32
1412,Aden,True,False,fish,6,1,6,WARN,YEM,,35
1413,Batavia,True,False,coffee,5,1,5,PASS,BRG,,35
1414,Bogor,True,False,coal,4,0,4,PASS,BRG,,35
1415,Cirebon,True,False,coffee,4,1,4,PASS,JAV,,35
1416,Yogyakarta,True,False,fruit,3,1,3,PASS,JAV,,35
1417,Semarang,True,False,fruit,3,2,3,PASS,JAV,,35
1418,Surabaya,True,False,sulphur,2,3,3,PASS,JAV,,35
1419,Surakarta,True,False,fruit,2,2,2,PASS,JAV,,35
1420,Probolinggo,True,False,sulphur,1,3,3,PASS,JAV,,35
1421,Madura,True,False,sulphur,3,4,4,PASS,JAV,,35
1422,Muraleve,True,False,grain,2,2,2,PASS,KLM,,15
1423,Banjarmasin,True,False,sulphur,3,2,3,PASS,KLM,,35
1424,Pasir,True,False,sulphur,3,3,3,PASS,KLM,,35
1425,Tarakan,True,False,timber,2,3,3,PASS,KTI,,25
1426,Pontianak,True,False,coal,3,0,3,PASS,LFG,,32
1427,Kota Waringin,True,False,grain,3,1,3,PASS,LFG,,30
1428,Sintang,True,False,coffee,2,1,2,PASS,LFG,,15
1429,Samarinda,True,False,sulphur,3,3,3,PASS,KTI,,20
1430,Makassar,True,False,timber,3,4,4,PASS,MKS,,32
1431,Bone,True,False,timber,2,4,4,PASS,MKS,,30
1432,Mamuju,True,False,grain,2,3,3,PASS,MKS,,30
1433,Menado,True,False,dye,4,4,4,PASS,SCA,,32
1434,Luwuk,True,False,timber,2,2,2,PASS,SCA,,30
1435,Palu,True,False,timber,3,3,3,PASS,SCA,,30
1436,Kendari,True,False,dye,1,3,3,PASS,MKS,,30
1437,Bulon,True,False,iron,0,4,4,PASS,MKS,,30
1438,Bali,True,False,iron,0,3,3,PASS,BAL,,35
1439,Flores,True,False,coffee,3,2,3,PASS,BAL,,31
1440,Sumbawa,True,False,timber,2,1,2,PASS,BAL,,35
1441,Sumba,True,False,coal,3,0,3,PASS,BAL,,31
1442,Lombok,True,False,timber,1,2,2,PASS,BAL,,35
1443,Roti,True,False,timber,4,1,4,PASS,DUA,,31
1444,Alor,True,False,tropical_wood,4,3,4,PASS,DUA,,30
1445,Kaupeng,True,False,timber,5,2,5,PASS,DUA,,31
1446,Dili,True,False,coffee,5,3,5,PASS,DUA,,32
1447,Ternate,True,False,fish,3,1,3,PASS,SCA,,30
1448,Jilolo,True,False,coal,4,0,4,PASS,SCA,,31
1449,Ambon,True,False,grain,4,2,4,PASS,SCA,,30
1450,Ceram,True,False,grain,4,3,4,PASS,SCA,,32
1451,Aru,True,False,fish,4,4,4,PASS,DUA,,30
1452,Biak,True,False,fish,3,6,6,WARN,,,30
1453,Sorong,True,False,fish,3,4,4,PASS,,,30
1454,Merah,True,False,fish,2,5,5,PASS,,,10
1455,Manila,True,False,coffee,3,-1,-1,ISLAND,TNG,,40
1456,Vigan,True,False,tobacco,4,-1,-1,ISLAND,TNG,,35
1457,Legazpi,True,False,grain,2,-1,-1,ISLAND,TNG,,35
1458,Mindoro,True,False,fish,2,-1,-1,ISLAND,TNG,,35
1459,Palawan,True,False,tropical_wood,3,-1,-1,ISLAND,TON,,35
1460,Iloilo,True,False,fruit,1,-1,-1,ISLAND,TON,,35
1461,Tacloban,True,False,grain,1,-1,-1,ISLAND,TON,,35
1462,Zamboanga,True,False,iron,0,-1,-1,ISLAND,SCA,,35
1463,Davao,True,False,iron,0,-1,-1,ISLAND,SCA,,35
1464,Sulu,True,False,fish,1,-1,-1,ISLAND,SUL,,35
1465,Urga,True,False,cattle,2,2,2,PASS,CHG,,35
1466,Dalandzadgad,True,False,timber,2,2,2,PASS,CHG,,35
1467,Bayan Tumen,True,False,cattle,2,1,2,PASS,CHG,,35
1468,Altai,True,False,grain,1,2,2,PASS,CHG,,35
1469,Kyzyl,True,False,coal,1,0,1,PASS,CHG,,35
1470,Anqing,True,False,tea,2,4,4,PASS,TAI,,32
1471,Chizhou,True,False,tea,2,3,3,PASS,TAI,,32
1472,Fengyang,True,False,tea,3,4,4,PASS,MCK,,32
1473,Huizhou,True,False,tea,2,3,3,PASS,MIG,,32
1474,Luzhou,True,False,cattle,2,3,3,PASS,TAI,,32
1475,Ningguo,True,False,timber,2,3,3,PASS,MIG,,32
1476,Sizhou,True,False,tea,4,3,4,PASS,MCK,,32
1477,Taiping,True,False,silk,3,3,3,PASS,MIG,,32
1478,Yingzhou,True,False,tea,3,3,3,PASS,MCK,,32
1479,Mukden,True,False,timber,1,2,2,PASS,MCK,,32
1480,Jinzhou,True,False,timber,1,2,2,PASS,MCK,,32
1481,Port Arthur,True,False,timber,2,3,3,PASS,MCK,,32
1482,Fuzhou,True,False,tea,4,2,4,PASS,TNG,,35
1483,Jianning,True,False,tea,3,2,3,PASS,TAI,,35
1484,Quanzhou,True,False,tea,4,2,4,PASS,TNG,,35
1485,Taibei,True,False,tea,3,5,5,PASS,TNG,,32
1486,Tingzhou,True,False,tea,3,1,3,PASS,TAI,,35
1487,Zhangzhou,True,False,tea,4,2,4,PASS,TNG,,35
1488,Gansu,True,False,cotton,2,1,2,PASS,CHG,,35
1489,Gongchang,True,False,timber,2,1,2,PASS,MCK,,32
1490,Lanzhou,True,False,timber,2,1,2,PASS,MCK,,32
1491,Ningxia,True,False,grain,2,1,2,PASS,MCK,,32
1492,Pingliang,True,False,grain,1,1,1,PASS,MCK,,32
1493,Canton,True,False,fish,4,2,4,PASS,TAI,,32
1494,Chaozhou,True,False,silk,4,1,4,PASS,TNG,,32
1495,Gauzhou,True,False,grain,4,3,4,PASS,TAI,,32
1496,Hong Kong,True,False,tea,5,2,5,PASS,TNG,,35
1497,Waizao,True,False,silk,4,1,4,PASS,TNG,,32
1498,Macao,True,False,precious_goods,5,3,5,PASS,SPA,,35
1499,Hainan,True,False,fish,5,4,5,PASS,TAI,,32
1500,Shaozhou,True,False,tropical_wood,3,1,3,PASS,TAI,,32
1501,Zhaoqing,True,False,fish,4,3,4,PASS,TAI,,32
1502,Nanning,True,False,fish,3,3,3,PASS,TAI,,32
1503,Guilin,True,False,cotton,2,3,3,PASS,TAI,,32
1504,Pingle,True,False,tea,3,2,3,PASS,TAI,,32
1505,Guiyang,True,False,tea,2,3,3,PASS,TAI,,32
1506,Anshun,True,False,tea,3,3,3,PASS,TAI,,32
1507,Zhenyuan,True,False,tea,1,3,3,PASS,TAI,,32
1508,Kaifeng,True,False,tea,2,2,2,PASS,MCK,,32
1509,Guide,True,False,tea,3,3,3,PASS,MCK,,32
1510,Henan,True,False,cattle,1,1,1,PASS,MCK,,32
1511,Huaiqing,True,False,tea,2,1,2,PASS,MCK,,32
1512,Chenzhou,True,False,tea,3,3,3,PASS,MCK,,32
1513,Nanyang,True,False,grain,2,1,2,PASS,TAI,,32
1514,Runing,True,False,tea,2,2,2,PASS,MCK,,32
1515,Weihui,True,False,wool,3,2,3,PASS,MCK,,32
1516,Hanyang,True,False,tea,1,3,3,PASS,TAI,,32
1517,Dean,True,False,tea,2,2,2,PASS,TAI,,32
1518,Huangzhou,True,False,tea,1,3,3,PASS,TAI,,32
1519,Anlu,True,False,tea,2,2,2,PASS,TAI,,32
1520,Jingzhou,True,False,tea,1,2,2,PASS,TAI,,32
1521,Shinan,True,False,silk,1,2,2,PASS,TAI,,32
1522,Wuchang,True,False,iron,0,3,3,PASS,TAI,,32
1523,Xiangyang,True,False,grain,2,1,2,PASS,TAI,,32
1524,Changsha,True,False,tea,1,2,2,PASS,TAI,,32
1525,Changde,True,False,silk,1,3,3,PASS,TAI,,32
1526,Baoqing,True,False,timber,1,2,2,PASS,TAI,,32
1527,Hengzhou,True,False,tea,2,1,2,PASS,TAI,,32
1528,Yuezhou,True,False,iron,0,3,3,PASS,TAI,,32
1529,Yongshun,True,False,iron,0,3,3,PASS,TAI,,32
1530,Yongzhou,True,False,silk,2,2,2,PASS,TAI,,32
1531,New Ireland,True,False,coffee,-1,-1,-1,ISLAND,,,10
1532,Guihua Tumed,True,False,coal,2,0,2,PASS,CHG,,35
1533,Jirim Chuulgan,True,False,timber,1,1,1,PASS,MCK,,32
1534,Ulaan Chab Chuulghan,True,False,precious_metal,1,1,1,PASS,CHG,,35
1535,Yeke Juu Chuulghan,True,False,timber,2,1,2,PASS,CHG,,35
1536,Huaian,True,False,silk,4,3,4,PASS,MCK,,32
1537,Changzhou,True,False,tea,2,2,2,PASS,MIG,,32
1538,Shanghai,True,False,tea,1,1,1,PASS,MIG,,32
1539,Suzhou,True,False,silk,1,1,1,PASS,MIG,,32
1540,Taicangzhou,True,False,coal,2,0,2,PASS,MIG,,32
1541,Tongzhou,True,False,tea,2,1,2,PASS,MIG,,32
1542,Xuzhou,True,False,silk,3,4,4,PASS,MCK,,32
1543,Yangzhou,True,False,silk,3,2,3,PASS,MCK,,32
1544,Zhenjiang,True,False,silk,3,2,3,PASS,MIG,,32
1545,Nanchang,True,False,cattle,1,2,2,PASS,TAI,,32
1546,Guangxin,True,False,tea,3,2,3,PASS,TAI,,32
1547,Jian,True,False,tea,2,1,2,PASS,TAI,,32
1548,Jianchang,True,False,precious_metal,2,1,2,PASS,TAI,,32
1549,Jiujiang,True,False,cattle,1,3,3,PASS,TAI,,32
1550,Ganzhou,True,False,coal,3,0,3,PASS,TAI,,32
1551,Raozhou,True,False,timber,2,2,2,PASS,TAI,,32
1552,Qiqihar,True,False,coal,1,0,1,PASS,MCK,,32
1553,Aigun,True,False,coal,2,0,2,PASS,MCK,,32
1554,Ninguta,True,False,coal,1,0,1,PASS,MCK,,32
1555,Jilin,True,False,iron,0,1,1,PASS,MCK,,32
1556,Makhai,True,False,grain,3,1,3,PASS,TIB,,32
1557,Balekungomi,True,False,coal,3,0,3,PASS,TIB,,32
1558,Kegudo,True,False,grain,3,1,3,PASS,TIB,,32
1559,Xian,True,False,timber,1,1,1,PASS,MCK,,32
1560,Merauke,True,False,fish,2,6,6,WARN,,,10
1561,Yenan,True,False,coal,1,0,1,PASS,MCK,,32
1562,Hanzhong,True,False,coal,1,0,1,PASS,MCK,,32
1563,Jinan,True,False,cotton,3,2,3,PASS,MCK,,32
1564,Caozhou,True,False,silk,3,3,3,PASS,MCK,,32
1565,Laizhou,True,False,fish,1,5,5,PASS,MCK,,32
1566,Qingdao,True,False,fruit,2,5,5,PASS,MCK,,32
1567,Qingzhou,True,False,grain,2,4,4,PASS,MCK,,32
1568,Taian,True,False,grain,3,3,3,PASS,MCK,,32
1569,Weihaiwei,True,False,iron,0,6,6,WARN,MCK,,32
1570,Wuding,True,False,grain,3,3,3,PASS,MCK,,32
1571,Yizhou,True,False,tea,2,4,4,PASS,MCK,,32
1572,Taiyuan,True,False,coal,2,0,2,PASS,MCK,,32
1573,Fenzhou,True,False,coal,2,0,2,PASS,MCK,,32
1574,Luan,True,False,cotton,2,1,2,PASS,MCK,,32
1575,Pingyang,True,False,coal,1,0,1,PASS,MCK,,32
1576,Datong,True,False,precious_metal,2,1,2,PASS,MCK,,32
1577,Chongqing,True,False,tea,1,2,2,PASS,TAI,,32
1578,Chengdu,True,False,tea,4,1,4,PASS,TAI,,32
1579,Baotung,True,False,tea,2,1,2,PASS,TAI,,32
1580,Jiading,True,False,fruit,3,2,3,PASS,TAI,,32
1581,Kuizhou,True,False,tea,2,1,2,PASS,TAI,,32
1582,Longan,True,False,coal,3,0,3,PASS,TAI,,32
1583,Shunqing,True,False,tea,2,2,2,PASS,TAI,,32
1584,Tongchuan,True,False,fruit,3,1,3,PASS,TAI,,32
1585,Yibin,True,False,tea,2,2,2,PASS,TAI,,32
1586,Yazhou,True,False,timber,3,1,3,PASS,TAI,,32
1587,Lhasa,True,False,grain,3,3,3,PASS,TIB,,35
1588,Chamdo,True,False,cattle,3,2,3,PASS,TIB,,30
1589,Shigatse,True,False,cattle,2,3,3,PASS,TIB,,30
1590,Lhodrak,True,False,wool,3,3,3,PASS,TIB,,25
1591,Changtang,True,False,cattle,2,2,2,PASS,TIB,,30
1592,Ngari,True,False,cattle,1,3,3,PASS,TIB,,30
1593,Tawang,True,False,cattle,4,3,4,PASS,TIB,,32
1594,Kashgar,True,False,cotton,1,4,4,PASS,CHG,,35
1595,Ili,True,False,sulphur,3,2,3,PASS,CHG,,35
1596,Tulta,True,False,cotton,2,1,2,PASS,CHG,,35
1597,Aksu,True,False,sulphur,2,3,3,PASS,CHG,,35
1598,Khotan,True,False,grain,2,3,3,PASS,CHG,,35
1599,Kumul,True,False,grain,2,2,2,PASS,CHG,,35
1600,Urumqi,True,False,cotton,3,2,3,PASS,CHG,,35
1601,Kunming,True,False,silk,3,3,3,PASS,TAI,,32
1602,Dali,True,False,timber,3,2,3,PASS,TAI,,32
1603,Puer,True,False,tea,4,3,4,PASS,TAI,,32
1604,Hangzhou,True,False,silk,1,3,3,PASS,MIG,,32
1605,Huzhou,True,False,silk,1,2,2,PASS,MIG,,32
1606,Jiaxing,True,False,iron,0,2,2,PASS,MIG,,32
1607,Jinhua,True,False,timber,2,3,3,PASS,MIG,,32
1608,Ningbo,True,False,cotton,3,5,5,PASS,TNG,,32
1609,Shaoxing,True,False,timber,2,4,4,PASS,MIG,,32
1610,Taizhou,True,False,tea,3,4,4,PASS,TNG,,32
1611,Wenzhou,True,False,tea,3,3,3,PASS,TNG,,32
1612,Beijing,True,False,tea,2,2,2,PASS,MCK,,32
1613,Chengde,True,False,iron,0,2,2,PASS,MCK,,32
1614,Daming,True,False,grain,3,1,3,PASS,MCK,,32
1615,Jizhou,True,False,silk,3,2,3,PASS,MCK,,32
1616,Shuntian,True,False,tea,1,1,1,PASS,MCK,,32
1617,Tianjin,True,False,silk,2,2,2,PASS,MCK,,32
1618,Zhongding,True,False,silk,3,1,3,PASS,MCK,,32
1619,Pyongyang,True,False,coal,1,0,1,PASS,KOR,,35
1620,Chonchon,True,False,iron,0,1,1,PASS,KOR,,35
1621,Hamhung,True,False,iron,0,1,1,PASS,KOR,,35
1622,Chongjin,True,False,coal,1,0,1,PASS,KOR,,35
1623,Kimchaek,True,False,coal,1,0,1,PASS,KOR,,35
1624,Seoul,True,False,grain,2,2,2,PASS,KOR,,35
1625,Kaesong,True,False,grain,1,1,1,PASS,KOR,,35
1626,Haeju,True,False,iron,0,2,2,PASS,KOR,,35
1627,Sariwon,True,False,iron,0,1,1,PASS,KOR,,35
1628,Inchon,True,False,grain,2,2,2,PASS,KOR,,35
1629,Wonsan,True,False,grain,1,1,1,PASS,KOR,,35
1630,Kangnung,True,False,grain,2,2,2,PASS,KOR,,35
1631,Wonju,True,False,timber,3,1,3,PASS,KOR,,35
1632,Pusan,True,False,grain,5,1,5,PASS,KOR,,35
1633,Taegu,True,False,timber,4,1,4,PASS,KOR,,35
1634,Pohang,True,False,coal,4,0,4,PASS,KOR,,35
1635,Kwangju,True,False,grain,4,2,4,PASS,KOR,,35
1636,Taejon,True,False,fish,3,2,3,PASS,KOR,,35
1637,Cheju,True,False,grain,-1,-1,-1,ISLAND,KOR,,35
1638,Hiroshima,True,False,cotton,4,3,4,PASS,JAP,,35
1639,Okayama,True,False,fruit,3,4,4,PASS,JAP,,35
1640,Yamaguchi,True,False,grain,4,2,4,PASS,JAP,,35
1641,Matsue,True,False,fish,3,3,3,PASS,JAP,,35
1642,Hakodate,True,False,coal,1,0,1,PASS,JAP,,35
1643,Ishikara,True,False,fish,2,1,2,PASS,JAP,,10
1644,Nemuru,True,False,timber,2,1,2,PASS,JAP,,10
1645,Niigata,True,False,grain,2,3,3,PASS,JAP,,35
1646,Kanazawa,True,False,fish,3,3,3,PASS,JAP,,35
1647,Fukui,True,False,fish,3,3,3,PASS,JAP,,35
1648,Toyama,True,False,tea,3,3,3,PASS,JAP,,35
1649,Edo,True,False,grain,4,1,4,PASS,JAP,,40
1650,Chiba,True,False,grain,4,2,4,PASS,JAP,,35
1651,Yokohama,True,False,coal,4,0,4,PASS,JAP,,35
1652,Urawa,True,False,silk,4,1,4,PASS,JAP,,35
1653,Mito,True,False,fish,3,2,3,PASS,JAP,,35
1654,Bonin,True,False,fish,-1,-1,-1,ISLAND,JAP,,15
1655,Osaka,True,False,tea,1,4,4,PASS,JAP,,35
1656,Wakayama,True,False,iron,0,4,4,PASS,JAP,,35
1657,Kyoto,True,False,tea,2,3,3,PASS,JAP,,35
1658,Nara,True,False,grain,1,3,3,PASS,JAP,,35
1659,Kobe,True,False,cattle,2,3,3,PASS,JAP,,35
1660,Fukuoka,True,False,tea,3,1,3,PASS,JAP,,35
1661,Nagasaki,True,False,coal,3,0,3,PASS,JAP,,35
1662,Kagoshima,True,False,grain,1,1,1,PASS,JAP,,35
1663,Miyazaki,True,False,tobacco,2,1,2,PASS,JAP,,35
1664,Kumamoto,True,False,coal,2,0,2,PASS,JAP,,35
1665,Kochi,True,False,fish,4,2,4,PASS,JAP,,35
1666,Matsuyama,True,False,timber,3,1,3,PASS,JAP,,35
1667,Tokushima,True,False,tobacco,3,2,3,PASS,JAP,,35
1668,Sendai,True,False,grain,1,3,3,PASS,JAP,,35
1669,Fukushima,True,False,fish,2,3,3,PASS,JAP,,35
1670,Morioka,True,False,sulphur,1,2,2,PASS,JAP,,35
1671,Akita,True,False,iron,0,2,2,PASS,JAP,,35
1672,Aomori,True,False,iron,0,1,1,PASS,JAP,,35
1673,Yamagata,True,False,silk,1,3,3,PASS,JAP,,35
1674,Utsunomiya,True,False,tobacco,3,2,3,PASS,JAP,,35
1675,Nagoya,True,False,silk,2,2,2,PASS,JAP,,35
1676,Shizuoka,True,False,precious_metal,3,1,3,PASS,JAP,,35
1677,Nagano,True,False,tea,3,2,3,PASS,JAP,,35
1678,Okinawa,True,False,grain,1,3,3,PASS,JAP,,35
1679,Amari,True,False,iron,0,2,2,PASS,JAP,,35
1680,Fez,True,False,grain,2,2,2,PASS,SPA,,35
1681,Wazzan,True,False,grain,3,2,3,PASS,SPA,,35
1682,Meknes,True,False,grain,2,3,3,PASS,SPA,,35
1683,Taza,True,False,wool,2,1,2,PASS,SPA,,35
1684,Wujda,True,False,coal,1,0,1,PASS,SPA,,35
1685,Rabat,True,False,grain,3,3,3,PASS,SPA,,35
1686,Tangier,True,False,grain,3,2,3,PASS,SPA,,35
1687,Tetouan,True,False,grain,3,2,3,PASS,SPA,,35
1688,Ajdir,True,False,fish,2,1,2,PASS,SPA,,35
1689,Melilla,True,False,fish,3,2,3,PASS,SPA,,35
1690,Marrakesh,True,False,fruit,2,3,3,PASS,SPA,,35
1691,Casablanca,True,False,grain,3,4,4,PASS,SPA,,35
1692,Huribka,True,False,grain,2,3,3,PASS,SPA,,35
1693,Sawira,True,False,grain,3,4,4,PASS,SPA,,35
1694,Agadir,True,False,fish,3,4,4,PASS,SPA,,35
1695,Ifni,True,False,fish,4,5,5,PASS,SPA,,30
1696,Tarfaya,True,False,fish,2,4,4,PASS,,,10
1697,Figuig,True,False,fruit,1,1,1,PASS,MGH,,35
1698,Rashidia,True,False,grain,1,2,2,PASS,MGH,,35
1699,Warzazat,True,False,fruit,2,3,3,PASS,MGH,,35
1700,Algiers,True,False,grain,2,4,4,PASS,ARA,,35
1701,Bougie,True,False,grain,1,4,4,PASS,ARA,,35
1702,Setif,True,False,wool,1,3,3,PASS,ARA,,35
1703,Medea,True,False,grain,2,3,3,PASS,ARA,,35
1704,Oran,True,False,grain,1,2,2,PASS,ARA,,35
1705,Tlemcen,True,False,iron,0,1,1,PASS,ARA,,35
1706,Mustaghanim,True,False,fruit,2,3,3,PASS,ARA,,35
1707,Mascara,True,False,fruit,1,2,2,PASS,ARA,,35
1708,Constantine,True,False,iron,0,4,4,PASS,ARA,,35
1709,Bone,True,False,grain,1,5,5,PASS,ARA,,35
1710,Biskra,True,False,iron,0,3,3,PASS,MGH,,35
